HP:0000204	Cleft upper lip	C	8
HP:0000205	Pursed lips	C	8
HP:0000206	Glossitis	C	9
HP:0000207	Triangular mouth	C	8
HP:0000211	Trismus	C	8
HP:0000212	Gingival overgrowth	C	9
HP:0000214	Lip telangiectasia	C	8
HP:0000215	Thick upper lip vermilion	C	9
HP:0000216	Broad secondary alveolar ridge	C	10
HP:0000217	Xerostomia	C	9
HP:0000218	High palate	C	9
HP:0000219	Thin upper lip vermilion	C	9
HP:0000220	Velopharyngeal insufficiency	C	10
HP:0000221	Furrowed tongue	C	9
HP:0000222	Gingival hyperkeratosis	C	9
HP:0000224	Decreased taste sensation	C	6
HP:0000225	Gingival bleeding	C	5
HP:0000227	Tongue telangiectasia	C	9
HP:0000230	Gingivitis	C	9
HP:0000232	Everted lower lip vermilion	C	9
HP:0000233	Thin vermilion border	C	8
HP:0000234	Abnormality of the head	C	4
HP:0000235	Abnormality of the fontanelles and cranial sutures	C	7
HP:0000236	Abnormality of the anterior fontanelle	C	9
HP:0000237	Small anterior fontanelle	C	10
HP:0000238	Hydrocephalus	C	7
HP:0000239	Large fontanelles	C	9
HP:0000240	Abnormality of skull size	C	6
HP:0000242	Parietal bossing	C	9
HP:0000243	Trigonocephaly	C	8
HP:0000244	Brachyturricephaly	C	9
HP:0000245	Abnormality of the sinuses	C	7
HP:0000246	Sinusitis	C	8
HP:0000248	Brachycephaly	C	8
HP:0000250	Dense calvaria	C	7
HP:0000252	Microcephaly	C	7
HP:0000253	Progressive microcephaly	C	8
HP:0000256	Macrocephaly	C	7
HP:0000260	Wide anterior fontanel	C	10
HP:0000262	Turricephaly	C	8
HP:0000263	Oxycephaly	C	9
HP:0000265	Mastoiditis	C	7
HP:0000267	Cranial asymmetry	C	8
HP:0000268	Dolichocephaly	C	8
HP:0000269	Prominent occiput	C	9
HP:0000270	Delayed cranial suture closure	C	9
HP:0000271	Abnormality of the face	C	5
HP:0000272	Malar flattening	C	7
HP:0000273	Facial grimacing	C	8
HP:0000274	Small face	C	7
HP:0000275	Narrow face	C	7
HP:0000276	Long face	C	7
HP:0000277	Abnormality of the mandible	C	7
HP:0000278	Retrognathia	C	8
HP:0000280	Coarse facial features	C	7
HP:0000282	Facial edema	C	6
HP:0000283	Broad face	C	7
HP:0000284	Abnormality of the ocular region	C	6
HP:0000286	Epicanthus	C	8
HP:0000287	Increased facial adipose tissue	C	6
HP:0000288	Abnormality of the philtrum	C	7
HP:0000289	Broad philtrum	C	8
HP:0000290	Abnormality of the forehead	C	6
HP:0000291	Abnormality of facial adipose tissue	C	5
HP:0000292	Loss of facial adipose tissue	C	6
HP:0000293	Full cheeks	C	8
HP:0000294	Low anterior hairline	C	8
HP:0000295	Doll-like facies	C	7
HP:0000297	Facial hypotonia	C	5
HP:0000298	Mask-like facies	C	8
HP:0000300	Oval face	C	7
HP:0000301	Abnormality of facial musculature	C	4
HP:0000303	Mandibular prognathia	C	7
HP:0000306	Abnormality of the chin	C	6
HP:0000307	Pointed chin	C	7
HP:0000308	Microretrognathia	C	9
HP:0000309	Abnormality of the midface	C	6
HP:0000311	Round face	C	7
HP:0000315	Abnormality of the orbital region	C	6
HP:0000316	Hypertelorism	C	7
HP:0000317	Facial myokymia	C	5
HP:0000319	Smooth philtrum	C	8
HP:0000320	Bird-like facies	C	7
HP:0000321	Square face	C	7
HP:0000322	Short philtrum	C	8
HP:0000324	Facial asymmetry	C	7
HP:0000325	Triangular face	C	7
HP:0000326	Abnormality of the maxilla	C	7
HP:0000327	Hypoplasia of the maxilla	C	8
HP:0000329	Facial hemangioma	C	7
HP:0000331	Small chin	C	7
HP:0000336	Prominent supraorbital ridges	C	8
HP:0000337	Broad forehead	C	7
HP:0000338	Hypomimic face	C	5
HP:0000339	Pugilistic facies	C	8
HP:0000340	Sloping forehead	C	7
HP:0000341	Narrow forehead	C	7
HP:0000343	Long philtrum	C	8
HP:0000346	Whistling appearance	C	9
HP:0000347	Micrognathia	C	8
HP:0000348	High forehead	C	7
HP:0000349	Widow's peak	C	9
HP:0000350	Small forehead	C	7
HP:0000356	Abnormality of the outer ear	C	4
HP:0000357	Abnormal location of ears	C	5
HP:0000358	Posteriorly rotated ears	C	6
HP:0000359	Abnormality of the inner ear	C	4
HP:0000360	Tinnitus	C	5
HP:0000361	Pulsatile tinnitus (tympanic paraganglioma)	C	7
HP:0000362	Otosclerosis	C	8
HP:0000363	Abnormality of earlobe	C	6
HP:0000364	Hearing abnormality	C	4
HP:0000365	Hearing impairment	C	5
HP:0000366	Abnormality of the nose	C	6
HP:0000368	Low-set, posteriorly rotated ears	C	7
HP:0000369	Low-set ears	C	6
HP:0000370	Abnormality of the middle ear	C	4
HP:0000372	Abnormality of the auditory canal	C	5
HP:0000375	Abnormality of cochlea	C	6
HP:0000376	Incomplete partition of the cochlea type II	C	9
HP:0000377	Abnormality of the pinna	C	5
HP:0000378	Cupped ear	C	6
HP:0000381	Stapes ankylosis	C	8
HP:0000383	Abnormality of periauricular region	C	5
HP:0000384	Preauricular skin tag	C	6
HP:0000385	Small earlobe	C	8
HP:0000387	Absent earlobe	C	8
HP:0000388	Otitis media	C	5
HP:0000389	Chronic otitis media	C	6
HP:0000391	Thickened helices	C	7
HP:0000394	Lop ear	C	6
HP:0000395	Prominent antihelix	C	7
HP:0000396	Overfolded helix	C	8
HP:0000399	Prelingual sensorineural hearing impairment	C	8
HP:0000400	Macrotia	C	6
HP:0000402	Stenosis of the external auditory canal	C	6
HP:0000403	Recurrent otitis media	C	6
HP:0000405	Conductive hearing impairment	C	6
HP:0000407	Sensorineural hearing impairment	C	6
HP:0000408	Progressive sensorineural hearing impairment	C	7
HP:0000410	Mixed hearing impairment	C	7
HP:0000411	Protruding ear	C	6
HP:0000412	Prominent ears	C	6
HP:0000413	Atresia of the external auditory canal	C	6
HP:0000414	Bulbous nose	C	8
HP:0000415	Abnormality of the choanae	C	7
HP:0000417	Slender nose	C	8
HP:0000418	Narrow nasal ridge	C	9
HP:0000419	Abnormality of the nasal septum	C	7
HP:0000420	Short nasal septum	C	8
HP:0000421	Epistaxis	C	5
HP:0000422	Abnormality of the nasal bridge	C	7
HP:0000426	Prominent nasal bridge	C	8
HP:0000429	Abnormality of the nasal alae	C	8
HP:0000430	Underdeveloped nasal alae	C	9
HP:0000431	Wide nasal bridge	C	8
HP:0000433	Abnormality of the nasal mucosa	C	7
HP:0000434	Nasal mucosa telangiectasia	C	8
HP:0000436	Abnormality of the nasal tip	C	8
HP:0000437	Depressed nasal tip	C	9
HP:0000444	Convex nasal ridge	C	8
HP:0000445	Wide nose	C	8
HP:0000446	Narrow nasal bridge	C	8
HP:0000447	Pear-shaped nose	C	8
HP:0000448	Prominent nose	C	8
HP:0000451	Triangular nasal tip	C	9
HP:0000452	Choanal stenosis	C	8
HP:0000453	Choanal atresia	C	8
HP:0000454	Flared nostrils	C	9
HP:0000455	Broad nasal tip	C	9
HP:0000456	Bifid nasal tip	C	9
HP:0000457	Flat nose	C	8
HP:0000458	Anosmia	C	6
HP:0000460	Narrow nose	C	8
HP:0000463	Anteverted nares	C	8
HP:0000464	Abnormality of the neck	C	4
HP:0000465	Webbed neck	C	5
HP:0000466	Limited neck range of motion	C	6
HP:0000467	Neck muscle weakness	C	5
HP:0000468	Increased adipose tissue around the neck	C	5
HP:0000470	Short neck	C	5
HP:0000471	Gastrointestinal angiodysplasia	C	7
HP:0000472	Long neck	C	5
HP:0000473	Torticollis	C	5
HP:0000474	Thickened nuchal skin fold	C	5
HP:0000475	Broad neck	C	5
HP:0000476	Cystic hygroma	C	5
HP:0000478	Abnormality of the eye	C	3
HP:0000479	Abnormality of the retina	C	8
HP:0000480	Retinal coloboma	C	6
HP:0000481	Abnormality of the cornea	C	7
HP:0000482	Microcornea	C	9
HP:0000483	Astigmatism	C	6
HP:0000484	Hyperopic astigmatism	C	7
HP:0000485	Megalocornea	C	9
HP:0000486	Strabismus	C	5
HP:0000487	Congenital strabismus	C	6
HP:0000488	Retinopathy	C	9
HP:0000490	Deeply set eye	C	7
HP:0000491	Keratitis	C	6
HP:0000492	Abnormality of the eyelid	C	7
HP:0000493	Abnormality of the fovea	C	10
HP:0000494	Downslanted palpebral fissures	C	10
HP:0000495	Recurrent corneal erosions	C	10
HP:0000496	Abnormality of eye movement	C	5
HP:0000498	Blepharitis	C	6
HP:0000499	Abnormality of the eyelashes	C	6
HP:0000501	Glaucoma	C	5
HP:0000502	Abnormality of the conjunctiva	C	5
HP:0000503	Tortuosity of conjunctival vessels	C	7
HP:0000504	Abnormality of vision	C	5
HP:0000505	Visual impairment	C	6
HP:0000506	Telecanthus	C	8
HP:0000508	Ptosis	C	5
HP:0000509	Conjunctivitis	C	6
HP:0000510	Retinitis pigmentosa	C	11
HP:0000511	Vertical supranuclear gaze palsy	C	8
HP:0000512	Abnormal electroretinogram	C	9
HP:0000514	Slow saccadic eye movements	C	7
HP:0000517	Abnormality of the lens	C	7
HP:0000518	Cataract	C	8
HP:0000519	Congenital cataract	C	9
HP:0000520	Proptosis	C	7
HP:0000522	Alacrima	C	7
HP:0000523	Subcapsular cataract	C	10
HP:0000524	Conjunctival telangiectasia	C	7
HP:0000525	Abnormality of the iris	C	7
HP:0000526	Aniridia	C	9
HP:0000527	Long eyelashes	C	7
HP:0000528	Anophthalmia	C	7
HP:0000529	Progressive visual loss	C	8
HP:0000531	Corneal crystals	C	10
HP:0000532	Chorioretinal abnormality	C	8
HP:0000533	Chorioretinal atrophy	C	9
HP:0000534	Abnormality of the eyebrow	C	6
HP:0000535	Sparse eyebrow	C	8
HP:0000537	Epicanthus inversus	C	8
HP:0000538	Pseudopapilledema	C	9
HP:0000539	Abnormality of refraction	C	5
HP:0000540	Hypermetropia	C	6
HP:0000541	Retinal detachment	C	9
HP:0000542	Impaired ocular adduction	C	6
HP:0000543	Optic disc pallor	C	9
HP:0000544	External ophthalmoplegia	C	8
HP:0000545	Myopia	C	6
HP:0000546	Retinal degeneration	C	9
HP:0000547	Tapetoretinal degeneration	C	10
HP:0000548	Cone-rod dystrophy	C	10
HP:0000549	Disconjugate eye movements	C	6
HP:0000550	Abolished electroretinogram (ERG)	C	10
HP:0000551	Abnormality of color vision	C	6
HP:0000552	Tritanomaly	C	9
HP:0000553	Abnormality of the uvea	C	6
HP:0000554	Uveitis	C	6
HP:0000555	Leukocoria	C	9
HP:0000556	Retinal dystrophy	C	9
HP:0000557	Buphthalmos	C	7
HP:0000558	Rieger anomaly	C	9
HP:0000559	Corneal scarring	C	5
HP:0000561	Absent eyelashes	C	8
HP:0000563	Keratoconus	C	10
HP:0000564	Lacrimal duct atresia	C	7
HP:0000565	Esotropia	C	6
HP:0000567	Chorioretinal coloboma	C	7
HP:0000568	Microphthalmos	C	7
HP:0000570	Abnormality of saccadic eye movements	C	6
HP:0000571	Hypometric saccades	C	7
HP:0000572	Visual loss	C	7
HP:0000573	Retinal hemorrhage	C	6
HP:0000574	Thick eyebrow	C	7
HP:0000575	Scotoma	C	7
HP:0000576	Centrocecal scotoma	C	8
HP:0000577	Exotropia	C	6
HP:0000579	Nasolacrimal duct obstruction	C	7
HP:0000580	Pigmentary retinopathy	C	9
HP:0000581	Blepharophimosis	C	10
HP:0000582	Upslanted palpebral fissure	C	10
HP:0000585	Band keratopathy	C	11
HP:0000586	Shallow orbits	C	8
HP:0000587	Abnormality of the optic nerve	C	8
HP:0000588	Optic nerve coloboma	C	6
HP:0000589	Coloboma	C	5
HP:0000590	Progressive external ophthalmoplegia	C	9
HP:0000591	Abnormality of the sclera	C	6
HP:0000592	Blue sclerae	C	7
HP:0000593	Abnormality of the anterior chamber	C	7
HP:0000594	Shallow anterior chamber	C	8
HP:0000597	Ophthalmoparesis	C	6
HP:0000598	Abnormality of the ear	C	3
HP:0000599	Abnormality of the frontal hairline	C	7
HP:0000600	Abnormality of the pharynx	C	5
HP:0000601	Hypotelorism	C	7
HP:0000602	Ophthalmoplegia	C	7
HP:0000603	Central scotoma	C	8
HP:0000605	Supranuclear gaze palsy	C	7
HP:0000606	Abnormality of the periorbital region	C	6
HP:0000607	Periorbital wrinkles	C	7
HP:0000608	Macular degeneration	C	10
HP:0000609	Optic nerve hypoplasia	C	7
HP:0000610	Abnormality of the choroid	C	7
HP:0000612	Iris coloboma	C	6
HP:0000613	Photophobia	C	6
HP:0000614	Abnormality of the nasolacrimal system	C	5
HP:0000615	Abnormality of the pupil	C	8
HP:0000616	Miosis	C	9
HP:0000617	Abnormality of ocular smooth pursuit	C	6
HP:0000618	Blindness	C	7
HP:0000619	Impaired convergence	C	6
HP:0000620	Dacrocystitis	C	6
HP:0000621	Entropion	C	8
HP:0000622	Blurred vision	C	7
HP:0000623	Supranuclear ophthalmoplegia	C	8
HP:0000625	Cleft eyelid	C	6
HP:0000627	Posterior embryotoxon	C	9
HP:0000629	Periorbital fullness	C	7
HP:0000630	Abnormality of retinal arteries	C	6
HP:0000632	Lacrimation abnormality	C	5
HP:0000633	Decreased lacrimation	C	6
HP:0000634	Impaired ocular abduction	C	7
HP:0000635	Blue irides	C	9
HP:0000636	Upper eyelid coloboma	C	7
HP:0000637	Long palpebral fissure	C	10
HP:0000639	Nystagmus	C	6
HP:0000640	Gaze-evoked nystagmus	C	7
HP:0000641	Dysmetric saccades	C	7
HP:0000642	Red-green dyschromatopsia	C	8
HP:0000643	Blepharospasm	C	8
HP:0000646	Amblyopia	C	7
HP:0000647	Sclerocornea	C	9
HP:0000648	Optic atrophy	C	9
HP:0000649	Abnormality of vision evoked potentials	C	6
HP:0000650	Reduced amplitude of pattern visual evoked potentials	C	7
HP:0000651	Diplopia	C	7
HP:0000652	Lower eyelid coloboma	C	7
HP:0000653	Sparse eyelashes	C	8
HP:0000654	Decreased electroretinogram (ERG) amplitude	C	10
HP:0000655	Vitreoretinal degeneration	C	10
HP:0000656	Ectropion	C	8
HP:0000657	Oculomotor apraxia	C	6
HP:0000658	Eyelid apraxia	C	7
HP:0000659	Peters anomaly	C	9
HP:0000660	Lipemia retinalis	C	9
HP:0000661	Palpebral fissure narrowing on adduction	C	11
HP:0000662	Night blindness	C	6
HP:0000664	Synophrys	C	7
HP:0000666	Horizontal nystagmus	C	7
HP:0000667	Phthisis bulbi	C	6
HP:0000668	Hypodontia	C	11
HP:0000670	Carious teeth	C	10
HP:0000674	Anodontia	C	11
HP:0000675	Macrodontia of permanent maxillary central incisor	C	12
HP:0000676	Abnormality of the incisor	C	9
HP:0000677	Oligodontia	C	11
HP:0000678	Dental crowding	C	10
HP:0000679	Taurodontia	C	11
HP:0000680	Delayed eruption of primary teeth	C	10
HP:0000682	Abnormality of dental enamel	C	10
HP:0000683	Grayish enamel	C	11
HP:0000684	Delayed eruption of teeth	C	10
HP:0000685	Hypoplasia of teeth	C	10
HP:0000687	Widely spaced teeth	C	10
HP:0000689	Dental malocclusion	C	10
HP:0000690	Agenesis of maxillary lateral incisor	C	12
HP:0000691	Microdontia	C	10
HP:0000692	Misalignment of teeth	C	9
HP:0000694	Shell teeth	C	12
HP:0000695	Natal tooth	C	11
HP:0000696	Delayed eruption of permanent teeth	C	11
HP:0000698	Conical tooth	C	10
HP:0000699	Diastema	C	10
HP:0000700	Periapical radiolucency	C	9
HP:0000703	Dentinogenesis imperfecta	C	11
HP:0000704	Periodontitis	C	9
HP:0000705	Amelogenesis imperfecta	C	11
HP:0000706	Unerupted tooth	C	10
HP:0000707	Abnormality of the nervous system	C	3
HP:0000708	Behavioural/Psychiatric Abnormality	C	6
HP:0000709	Psychosis	C	7
HP:0000710	Hyperorality	C	7
HP:0000711	Restlessness	C	8
HP:0000712	Emotional lability	C	9
HP:0000713	Agitation	C	9
HP:0000716	Depression	C	8
HP:0000717	Autism	C	9
HP:0000718	Aggressive behavior	C	9
HP:0000719	Inappropriate behavior	C	8
HP:0000720	Mood swings	C	9
HP:0000721	Lack of spontaneous play	C	8
HP:0000722	Obsessive-compulsive disorder	C	7
HP:0000723	Restrictive behavior	C	8
HP:0000725	Psychotic episodes	C	8
HP:0000726	Dementia	C	8
HP:0000727	Frontal lobe dementia	C	9
HP:0000729	Autism spectrum disorder	C	8
HP:0000732	Inflexible adherence to routines or rituals	C	8
HP:0000733	Stereotypic behavior	C	7
HP:0000734	Disinhibition	C	9
HP:0000735	Impaired social interactions	C	9
HP:0000736	Short attention span	C	7
HP:0000737	Irritability	C	8
HP:0000738	Hallucinations	C	7
HP:0000739	Anxiety	C	9
HP:0000740	Anxiety (with pheochromocytoma)	C	10
HP:0000741	Apathy	C	8
HP:0000742	Self-mutilation	C	10
HP:0000743	Frontal release signs	C	5
HP:0000744	Low frustration tolerance	C	8
HP:0000745	Lack of motivation	C	8
HP:0000746	Delusions	C	7
HP:0000748	Inappropriate laughter	C	9
HP:0000749	Paroxysmal bursts of laughter	C	10
HP:0000750	Delayed speech and language development	C	7
HP:0000751	Personality changes	C	7
HP:0000752	Hyperactivity	C	5
HP:0000756	Agoraphobia	C	9
HP:0000757	Lack of insight	C	8
HP:0000758	Impaired use of nonverbal behaviors	C	10
HP:0000759	Abnormality of the peripheral nervous system	C	4
HP:0000762	Decreased nerve conduction velocity	C	6
HP:0000763	Sensory neuropathy	C	6
HP:0000764	Peripheral axonal degeneration	C	5
HP:0000765	Abnormality of the thorax	C	6
HP:0000766	Abnormality of the sternum	C	7
HP:0000767	Pectus excavatum	C	8
HP:0000768	Pectus carinatum	C	8
HP:0000769	Abnormality of the breast	C	3
HP:0000771	Gynecomastia	C	4
HP:0000772	Abnormality of the ribs	C	8
HP:0000773	Short ribs	C	9
HP:0000774	Narrow chest	C	8
HP:0000775	Abnormality of the diaphragm	C	4
HP:0000776	Congenital diaphragmatic hernia	C	5
HP:0000777	Abnormality of the thymus	C	5
HP:0000778	Hypoplasia of the thymus	C	7
HP:0000782	Abnormality of the scapula	C	7
HP:0000786	Primary amenorrhea	C	7
HP:0000787	Nephrolithiasis	C	8
HP:0000789	Infertility	C	7
HP:0000790	Hematuria	C	5
HP:0000791	Uric acid nephrolithiasis	C	9
HP:0000792	Kidney malformation	C	8
HP:0000793	Membranoproliferative glomerulonephritis	C	10
HP:0000794	IgA nephropathy	C	10
HP:0000795	Abnormality of the urethra	C	6
HP:0000798	Oligospermia	C	8
HP:0000799	Fatty kidney	C	8
HP:0000800	Cystic renal dysplasia	C	9
HP:0000802	Impotence	C	6
HP:0000803	Renal cortical cysts	C	9
HP:0000804	Xanthine nephrolithiasis	C	9
HP:0000805	Enuresis	C	8
HP:0000806	Selective proximal tubular damage	C	10
HP:0000807	Glandular hypospadias	C	9
HP:0000808	Penoscrotal hypospadias	C	10
HP:0000809	Urinary tract atresia	C	5
HP:0000811	Abnormal external genitalia	C	6
HP:0000812	Abnormal internal genitalia	C	6
HP:0000813	Bicornuate uterus	C	9
HP:0000814	Multiple small renal cortical cysts	C	10
HP:0000815	Hypergonadotropic hypogonadism	C	6
HP:0000816	Abnormality of Krebs cycle metabolism	C	4
HP:0000817	Poor eye contact	C	10
HP:0000818	Abnormality of the endocrine system	C	3
HP:0000819	Diabetes mellitus	C	4
HP:0000820	Abnormality of the thyroid gland	C	4
HP:0000821	Hypothyroidism	C	6
HP:0000822	Hypertension	C	5
HP:0000823	Delayed puberty	C	5
HP:0000824	Growth hormone deficiency	C	5
HP:0000825	Hyperinsulinemic hypoglycemia	C	6
HP:0000826	Precocious puberty	C	6
HP:0000828	Abnormality of the parathyroid gland	C	4
HP:0000829	Hypoparathyroidism	C	6
HP:0000830	Anterior hypopituitarism	C	7
HP:0000831	Insulin-resistant diabetes mellitus	C	5
HP:0000832	Primary hypothyroidism	C	7
HP:0000833	Glucose intolerance	C	7
HP:0000834	Abnormality of the adrenal glands	C	4
HP:0000835	Adrenal hypoplasia	C	6
HP:0000836	Hyperthyroidism	C	6
HP:0000837	Gonadotropin excess	C	8
HP:0000839	Pituitary dwarfism	C	6
HP:0000840	Adrenogenital syndrome	C	5
HP:0000841	Hyperactive renin-angiotensin system	C	5
HP:0000842	Hyperinsulinemia	C	5
HP:0000843	Hyperparathyroidism	C	6
HP:0000845	Growth hormone excess	C	8
HP:0000846	Adrenal insufficiency	C	6
HP:0000847	Abnormality of renin-angiotensin system	C	4
HP:0000848	Increased circulating renin level	C	5
HP:0000849	Adrenocortical abnormality	C	6
HP:0000851	Congenital hypothyroidism	C	7
HP:0000852	Pseudohypoparathyroidism	C	6
HP:0000853	Goiter	C	6
HP:0000854	Thyroid adenoma	C	6
HP:0000855	Insulin resistance	C	6
