relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0024261.pdf_8_8_2_2_3_3_UNSUP	DYT1/HP:0001332|Dystonia	{2}	{3}	{Background,:,DYT1,dystonia,",",a,severe,form,of,genetically,determined,human,dystonia,",",exhibits,reduced,penetrance,among,carriers,and,begins,usually,during,adolescence,.}	{"R.C.C.S. , Rome , Italy , 3 Department of Neurology , Center for Neurodegeneration and Experimental Therapeutics , University of Alabama at Birmingham , Birmingham , Alabama , United States of America",Abstract}	{"The reasons for such age dependence and variability remain unclear .","Methods and Results : We characterized the alterations in D2 dopamine receptor ( D2R ) signalling in striatal cholinergic interneurons at different ages in mice overexpressing human mutant torsinA ( hMT ) ."}	0.984	0.468	0.992	{INT_NGRAM_[dystonium]_[dyt1],WORD_SEQ_[],POS_SEQ_[],WORD_SEQ_NER_[],"EXT_NGRAM_[:]_[,]",MIN_VERB_[begin],DEP_PATH_[nn@]}	{8.50807,-0.949696,-0.908015,-0.891117,-0.688521,-0.607161,-0.439924}
RELATION_GENEHPOTERM_journal.pone.0063723.pdf_350_350_41_41_77_78	STAT5A/HP:0012125|Prostate cancer	{41}	{77,78}	{Previous,studies,have,identiﬁed,STAT5A/B,to,be,a,critical,survival,factor,in,prostate,cancer,cells,[,23,],",",and,have,further,demonstrated,increased,STAT5A,/,B,immunostaining,in,highgrade,and,CR,clinical,prostate,tumors,[,"24,25",],",",that,active,STAT5A,/,B,in,primary,prostate,cancer,is,predictive,of,early,CR,disease,[,26,],",",and,that,transcriptional,synergistic,interaction,between,STAT5A,/,B,and,the,androgen,receptor,inhibits,apoptosis,and,promotes,growth,of,prostate,cancer,cells,in,vitro,[,25,],.}	{"regulate speciﬁc gene transcription [ 20,22 ] .","The STAT transcription factors are involved in regulation of several biological responses , including differentiation , proliferation , and migration [ 22 ] ."}	{"Moreover , STAT5 is activated in a high percentage of clinical metastatic tumors , and activation of STAT5 in DU145 prostate carcinoma cells has been shown to cause substantially increased formation of experimental metastatic lung tumors [ 27 ] .","Recently , these results were conﬁrmed by the demonstration that STAT5 knockdown delayed development of CR disease in an in viva preclinical model [ 28 ] ."}	0.958	0.704	1	{INT_NGRAM_[/]_[of],BETW_2_GRAM_[and_promote],VERB_[is],BETW_2_GRAM_[interaction_between],BETW_2_GRAM_[of_early],BETW_2_GRAM_[and_the],BETW_2_GRAM_[[_26],BETW_2_GRAM_[growth_of],BETW_2_GRAM_[inhibit_apoptosis],BETW_2_GRAM_[stat5a_/],BETW_2_GRAM_[between_stat5a],BETW_2_GRAM_[transcriptional_synergistic],BETW_2_GRAM_[early_cr],BETW_2_GRAM_[cr_disease],BETW_2_GRAM_[that_transcriptional],VERB_[promotes],BETW_2_GRAM_[26_]],VERB_[inhibits],EXT_NGRAM_[active]_[cell],BETW_2_GRAM_[androgen_receptor],BETW_2_GRAM_[in_primary],BETW_2_GRAM_[/_b],BETW_2_GRAM_[receptor_inhibit],"BETW_2_GRAM_[]_,]",BETW_2_GRAM_[the_androgen],BETW_2_GRAM_[and_that],BETW_2_GRAM_[cancer_be],BETW_2_GRAM_[apoptosis_and],BETW_2_GRAM_[prostate_cancer],BETW_2_GRAM_[disease_[],BETW_2_GRAM_[synergistic_interaction],BETW_2_GRAM_[b_and],BETW_2_GRAM_[be_predictive],"BETW_2_GRAM_[,_and]",BETW_2_GRAM_[b_in],BETW_2_GRAM_[promote_growth],MIN_VERB_GENE_[increase]_HPO_[promote],BETW_2_GRAM_[primary_prostate],BETW_2_GRAM_[predictive_of]}	{-1.1584,1.03942,-0.872278,0.856344,-0.856257,-0.840068,-0.835874,0.65572,0.619172,0.615736,0.615736,0.615736,0.615736,0.615736,0.522543,-0.478396,0.419787,-0.416104,0.407853,0.373032,0.372909,0.365865,0.325392,-0.322282,0.316026,-0.315503,-0.312502,0.297417,0.285164,-0.264455,0.259915,-0.199904,0.164774,-0.163149,-0.157472,-0.140485,-0.117629,-0.0623586,0.00950633}
RELATION_GENEHPOTERM_journal.pone.0035650.pdf_416_416_24_24_27_27	IL-2/HP:0002861|Melanoma	{24}	{27}	{Resveratrol,induced,expression,of,FoxOl,in,tumor,cells,Thus,far,",",we,demonstrated,that,resveratrol,can,ameliorate,IL-2,toxicity,while,promoting,the,effectiveness,of,IL-2,in,metastatic,melanoma,therapy,.}	{"@A PLoS ONE | www .","p | osone.org enhance the suppressive functionality of MDSC that could contribute to the suppression of VLS ."}	{"\\\\ / Ve showed that resveratrol-treated MDSC could contribute to the suppression of the cytolytic activity of LAK cells on ECs .","However , MDSC are generally recognized for their role in helping evasion of tumor by suppressing the host immunity in situ of the tumor ."}	0.982	0.304	1	{INT_NGRAM_[in]_[metastatic],MIN_VERB_[promote],"WORD_SEQ_NER_[in metastatic]","WORD_SEQ_[in metastatic]",EXT_NGRAM_[of]_[therapy],POS_SEQ_[IN_JJ],DEP_PATH_[prep_of-dobj|effectiveness@nn-prep_in|therapy]}	{2.15068,-1.89678,1.3888,1.3888,0.868024,-0.10272,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0002927.pdf_454_454_13_13_31_31_UNSUP	RD/HP:0000518|Cataract	{13}	{31}	{Goldstein,LE,",",lVIuffat,JA,",",Cherny,RA,",",1,"\\\\",’,Ioir,RD,",",Ericsson,l,"\\\\",’,IH,",",et,al.,(,2003,),Cytosolic,beta-amyloid,deposition,and,supranuclear,cataracts,in,lenses,from,people,with,Alzheimer,’s,disease,.}	{"Idea aI1d Financial Support : AS .","11 ."}	{"Lancet 361 : 125841265 .","12 ."}	0.936	0.04	0.998	{BETW_2_GRAM_[2003_)],BETW_2_GRAM_[(_2003],EXT_NGRAM_[Ioir]_[in],BETW_2_GRAM_[et_al.],"BETW_2_GRAM_[,_Ericsson]",BETW_2_GRAM_[cytosolic_beta-amyloid],BETW_2_GRAM_[beta-amyloid_deposition],BETW_2_GRAM_[)_cytosolic],BETW_2_GRAM_[Ericsson_l],"INT_NGRAM_[,]_[supranuclear]",MIN_VERB_GENE_[NULL]_HPO_[NULL],BETW_2_GRAM_[deposition_and],"BETW_2_GRAM_[,_et]",BETW_2_GRAM_[and_supranuclear],"BETW_2_GRAM_[l_\\\\\\\\]","BETW_2_GRAM_[ih_,]",BETW_2_GRAM_[’_ih],BETW_2_GRAM_[al._(],"BETW_2_GRAM_[\\\\\\\\_’]"}	{-2.08136,-2.05038,1.83094,-1.51203,0.982456,0.982456,0.982456,0.982456,0.975352,0.959714,-0.904981,0.710283,0.530318,0.481068,-0.453927,-0.427095,0.382362,0.265501,-0.115132}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_19947.pdf_21_21_0_0_14_20_UNSUP	ALD/HP:0003455|Elevated long chain fatty acids	{0}	{14,17,18,19,20}	{ALD,was,diagnosed,upon,progressive,gait,disturbance,",",intellectual,fgﬁztgggi,halo,am,decline,",",elevated,very,—,long,chain,fatty,acids,in,the,serum,or,leucocytes,",",cerebral,MRI,",",showing,extensive,",",symGenetics,P,P,y,metric,",",homogenous,demyelination,in,the,parieto,—,occipital,areas,",",the,splenium,corporis,callosum,",",the,thalamus,",",Leucodystmphy,the,crura,cerebri,",",the,brain,stem,",",and,the,pedunculi,cerebelli,",",and,the,deletion,c.,1415,—,1416delAG,in,the,ABCD1,—,gene,.}	{"In a 50 year — old Caucasian male , cerebral X .","— ."}	{"After a head trauma the phenotype deteriorated to mutism , dysphagia , and severe spastic quadruparesis .","At an age of 50 years the patient experienced his ﬁrst , self — limiting , tonic — clonic seizure during an infection , which is why valproic acid was started ."}	0.922	0.038	0.782	{VERB_[was],VERB_[diagnosed],"BETW_2_GRAM_[disturbance_,]",BETW_2_GRAM_[be_diagnose],BETW_2_GRAM_[upon_progressive],BETW_2_GRAM_[diagnose_upon],BETW_2_GRAM_[progressive_gait],"BETW_2_GRAM_[decline_,]",BETW_2_GRAM_[gait_disturbance],VERB_[am],"INT_NGRAM_[be]_[,]",MIN_VERB_GENE_[diagnose]_HPO_[be],BETW_2_GRAM_[fgﬁztgggi_halo],BETW_2_GRAM_[intellectual_fgﬁztgggi],BETW_2_GRAM_[halo_be],"BETW_2_GRAM_[,_intellectual]",BETW_2_GRAM_[be_decline],EXT_NGRAM_[NULL]_[in]}	{-1.802,-1.17885,-0.827623,0.561854,0.549137,0.549137,0.521989,0.489079,0.477497,0.473147,0.444574,0.417522,0.346781,0.346781,0.346781,0.293766,0.240621,-0.0625216}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0094069.pdf_43_43_2_2_16_16_UNSUP	FRDA/HP:0001260|Dysarthria	{2}	{16}	{Clinically,",",FRDA,is,characterized,by,multiple,symptoms,",",including,progressive,gait,and,limb,ataxia,",",dysarthria,",",diabetes,mellitus,and,hypertrophic,cardiomyopathy,[,23,],.}	{"Dysfunctional biosynthesis of mitochondrial iron-sulfur clusters and deﬁciency of ISC enzyme activity produces a defect in heme , which in turn causes a loss of cytochrome C. Electron transport activity impairment results in higher levels of ROS production [ 19,20 ] .","Defects in ISC assembly is the primary event in frataxin-deﬁcient cells [ 21 ] , while ROS production is a secondary event [ 22 ] ."}	{"There is intramitochondrial iron accumulation in the heart , liver , nervous system and spleen of FRDA patients , as well as reduction in mitochondrial DNA , the Fe-S cluster-containing subunits of the mitochondrial electron transport chain ( complex I .","— ."}	0.998	0.11	1	{BETW_2_GRAM_[gait_and],BETW_2_GRAM_[and_limb],BETW_2_GRAM_[characterize_by],VERB_[is],"BETW_2_GRAM_[ataxia_,]",BETW_2_GRAM_[limb_ataxia],VERB_[characterized],MIN_VERB_[characterize],BETW_2_GRAM_[progressive_gait],"INT_NGRAM_[be]_[,]",BETW_2_GRAM_[include_progressive],BETW_2_GRAM_[multiple_symptom],VERB_[including],"EXT_NGRAM_[,]_[,]",BETW_2_GRAM_[by_multiple],"BETW_2_GRAM_[symptom_,]","BETW_2_GRAM_[,_include]",BETW_2_GRAM_[be_characterize]}	{1.8659,1.69419,1.17641,-0.872278,0.771222,0.697711,-0.593751,-0.584109,0.521989,0.444574,0.438104,0.379273,-0.294335,-0.224729,0.217946,0.207348,-0.0577911,0.0336501}
RELATION_GENEHPOTERM_SCPDFS_21668.pdf_57_57_12_12_1_1	DFNA5/HP:0002861|Melanoma	{12}	{1}	{In,melanoma,cells,",",etoposide,resistance,was,associated,with,decreased,expression,of,DFNA5,(,Lage,et,al.,",",2001,),.}	{"— .","positive breast cancers compared to ER — negative tumours ( Thompson and Weigel , 1998 ) ."}	{"Etoposide is used as an anti — neoplastic agent and causes DNA strand breakage via inhibition of DNA topoisomerase II ( Glisson and Ross , 1987 ) .","These results may indicate that DFNA5 plays a role in melanoma and breast cancer progression and in the resistance to chemotherapy ."}	0.982	0.64	0.916	{INV_INT_NGRAM_[cell]_[of],INV_VERB_[was],INV_EXT_NGRAM_[in]_[(],BETW_2_GRAM_[resistance_be],BETW_2_GRAM_[be_associate],BETW_2_GRAM_[with_decrease],BETW_2_GRAM_[decrease_expression],INV_VERB_[associated],INV_VERB_[decreased],BETW_2_GRAM_[expression_of],INV_MIN_VERB_GENE_[associate]_HPO_[decrease],"BETW_2_GRAM_[cell_,]","BETW_2_GRAM_[,_etoposide]",BETW_2_GRAM_[associate_with],BETW_2_GRAM_[etoposide_resistance]}	{3.23675,-1.64658,1.15737,0.783677,0.717946,-0.667114,0.617035,-0.291213,0.186865,-0.13841,0.095446,-0.0895628,0.0749303,0.0647082,0}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_38871.pdf_507_507_8_8_13_14_UNSUP	RP17/HP:0000510|Retinitis pigmentosa	{8}	{13,14}	{Kruger,",",et,al.,",",Reﬁnement,of,the,RP17,locus,for,autosomal,dominant,retinitis,pigmentosa,",",construction,of,a,YAC,contig,and,investigation,of,the,candidate,gene,retinal,fascin,",",Eur,.}	{"[ 15 ] S. Bardien .","— ."}	{"J. Hum .","Genet ."}	0.954	0.376	0.918	{POS_SEQ_[NN_IN_JJ_JJ],INT_NGRAM_[locus]_[dominant],"WORD_SEQ_[locus for autosomal dominant]","WORD_SEQ_NER_[locus for autosomal dominant]",MIN_VERB_GENE_[NULL]_HPO_[NULL],"EXT_NGRAM_[the]_[,]",DEP_PATH_[nn@prep_for]}	{1.01588,1.00335,0.979793,0.979793,-0.904981,0.169878,-0.0760686}
RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1002146.pdf_751_751_4_4_20_21_UNSUP	CX47/HP:0012447|Abnormal myelination	{4}	{20,21}	{Mice,deﬁcient,for,both,CX47,and,Cx32,(,Cx47,_,/,_,/,Cx32,-,/,_,),showed,severe,myelin,abnormalities,and,premature,death,[,"13,56",],suggesting,functional,redundancy,of,both,connexins,.}	{"In normaly developed myelin Cx29 is not localized at oligodendrocyte somata but mainly at the periaxonal space and was recently shown to be incapable of forming functional intercellular gap junction channels [ 16,24,49,55 ] .","This indicates a distinct role of CX29 in myelin function and makes it an improbable candidate for functional redundancy of Cx47 channels ."}	{"This led to the speculation that mutations of CX47 might lead to a detrimental gain of function and inhibition of Cx32 gap junctional channels G = + Although homozygous Cx47M282T expression results in diminished or total loss of Cx47 gap junction channel function , it does , like CX47 deﬁciency , not lead to a complete inhibition of interoligodendrocytic coupling as recently described for Cxé ‘ 7 _ / _ / Cx32 \\" ' mice [ 23 ] .","Furthermore , death of Cx47 “” ”” ’ * ‘ WT / Cx32 _ / _ animals began 42 days after birth and 90-day-old Cx47 ‘ W32T / ‘ m32T/Cx32 _ / _ mice displayed severe motor impairment , myelin malformations , vacuolation , pronounced astrogliosis and increased Ibal expression , whereas P90 Cx47 ‘ W ‘ 92T / ‘ W ‘ 92T mice showed minor affected myelin in the cerebellum ."}	0.976	0.21	1	{BETW_2_GRAM_[show_severe],MIN_VERB_[show],BETW_2_GRAM_[)_show],VERB_[showed],INT_NGRAM_[and]_[severe],BETW_2_GRAM_[/__],BETW_2_GRAM_[-_/],BETW_2_GRAM_[__)],BETW_2_GRAM_[and_cx32],BETW_2_GRAM_[/_cx32],BETW_2_GRAM_[(_cx47],BETW_2_GRAM_[cx47__],BETW_2_GRAM_[cx32_(],BETW_2_GRAM_[cx32_-],BETW_2_GRAM_[__/],EXT_NGRAM_[both]_[and]}	{1.44764,-1.42425,-1.29843,-1.18081,1.10946,1.03761,0.725207,0.627604,0.570952,0.36589,0.36589,0.36589,0.36589,0.36589,-0.342574,0.0204996}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0074015.pdf_133_133_3_3_23_26_UNSUP	p43/HP:0004325|Decreased body weight	{3}	{23,25,26}	{The,Depletion,of,p43,Leads,to,an,Increase,in,Testis,Weight,and,Sperm,Reserve,Whereas,p43,—,/,—,mice,displayed,a,signiﬁcant,decrease,in,body,weight,at,5,",",13,and,24,months,of,age,in,comparison,with,respective,controls,(,Figure,1A,),",",knock-out,animals,exhibited,a,signiﬁcant,increase,in,testis,weight,(,Figure,1B,),.}	{"To assess the physiological importance of p43 for testis development , we used mice carrying a speciﬁc p43 invalidation obtained by the mutation of the internal site of translation of the mitochondrial protein [ 16 ] .","As previously described in skeletal muscle [ 16 ] , we found that TRoc1 and TRCX2 mRNA expressions in testis are not different in wild type ( WT ) and p43 — / — mice ( data not shown ) ."}	{"At 5 months of age a signiﬁcant increase in testicular sperm reserve , expressed per testis , was observed in p43 — / — mice ( Figure 2C ) .","No qualitative histological alterations in seminiferous tubule structures were observed in p43 — / — mice , with all germ cell differentiation stages being present ."}	0.988	0.594	0.58	{VERB_[displayed],BETW_2_GRAM_[a_increase],BETW_2_GRAM_[/_—],BETW_2_GRAM_[lead_to],BETW_2_GRAM_[mouse_display],BETW_2_GRAM_[increase_in],BETW_2_GRAM_[—_/],BETW_2_GRAM_[to_a],BETW_2_GRAM_[Testis_Weight],BETW_2_GRAM_[whereas_p43],BETW_2_GRAM_[Weight_and],BETW_2_GRAM_[Reserve_whereas],BETW_2_GRAM_[and_Sperm],BETW_2_GRAM_[Sperm_Reserve],MIN_VERB_GENE_[lead]_HPO_[display],BETW_2_GRAM_[p43_—],BETW_2_GRAM_[in_Testis],INT_NGRAM_[lead]_[signiﬁcant],BETW_2_GRAM_[—_mouse],VERB_[Leads],BETW_2_GRAM_[a_signiﬁcant],EXT_NGRAM_[of]_[at],BETW_2_GRAM_[display_a]}	{-0.979282,0.787697,0.694908,0.622323,0.452424,-0.423888,0.360034,-0.351752,0.247577,0.247577,0.247577,0.247577,0.247577,0.247577,0.247577,0.247577,0.247577,0.247577,0.113387,-0.0579811,0.048997,0.0272073,0.0112052}
RELATION_GENEHPOTERM_SCPDFS_45612.pdf_94_94_2_2_16_16	alpha-chain/HP:0002664|Neoplasm	{2}	{16}	{Gene,for,alpha-chain,of,human,T-cell,receptor,:,Location,on,chromosome,14,region,involved,in,T-cell,neoplasms,.}	{"CROCE , C. M. , ISOBE , M. , PALUMBO , A. , FUCK J. , MING , J. , TWEARDY , D. , ER1KsoN , J .",", AND ROVERA , G. , ( 1985 ) ."}	{"Science 227 : 1044-1047 .","CROCE , C. M. , AND NOWELL , P. C. ( 1985 ) ."}	0.916	0.42	0.948	{BETW_2_GRAM_[human_t-cell],BETW_2_GRAM_[in_t-cell],BETW_2_GRAM_[receptor_:],BETW_2_GRAM_[on_chromosome],MIN_VERB_[involve],BETW_2_GRAM_[chromosome_14],SINGLE_VERB_[involve],BETW_2_GRAM_[t-cell_receptor],BETW_2_GRAM_[involve_in],BETW_2_GRAM_[of_human],BETW_2_GRAM_[region_involve],EXT_NGRAM_[for]_[.],BETW_2_GRAM_[14_region],BETW_2_GRAM_[Location_on],INT_NGRAM_[of]_[t-cell],BETW_2_GRAM_[:_Location]}	{1.69209,0.888891,-0.866795,0.784306,-0.625425,-0.444432,0.380119,0.362355,0.214974,-0.164371,0.161733,0.0465382,0,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0028862.pdf_391_391_30_30_50_51	PARP/HP:0003003|Colon cancer	{30}	{50,51}	{However,",",given,that,ovarian,cancer,cells,often,exhibit,BRCAness,(,due,to,defects,in,homologous,recombination,),[,"46,80",],",",a,phenotype,that,renders,cells,exquisitely,sensitive,to,PARP,inhibitors,[,81,],",",it,remained,an,unanswered,question,whether,PARP,inhibitors,would,also,sensitize,to,FdUrd,in,colon,cancer,cells,",",which,do,not,have,defects,in,homologous,recombination,.}	{"Consistent with these ﬁndings , two potent and highly speciﬁc small molecule inhibitors of PARP also sensitized to FdUrd .","These results are similar to what was observed in ovarian cancer cells [ 17 ] ."}	{"It should be noted , however , that although our XRCCI ﬁndings strongly support a protective role for BER , the effects of the PARP inhibitors may be more complicated .","PARP not only plays an important role in BER but also participates in other DNA repair pathways and cell signaling pathways , raising the possibility that the tremendous sensitization seen with the PARP inhibitors may stem from effects on BER as well as other cellular pathways ."}	0.908	0.966	1	{INT_NGRAM_[inhibitor]_[in],EXT_NGRAM_[to]_[cell],VERB_[remained],BETW_2_GRAM_[81_]],BETW_2_GRAM_[[_81],BETW_2_GRAM_[question_whether],BETW_2_GRAM_[it_remain],BETW_2_GRAM_[sensitize_to],"BETW_2_GRAM_[,_it]",VERB_[sensitize],"BETW_2_GRAM_[]_,]",BETW_2_GRAM_[would_also],BETW_2_GRAM_[remain_a],MIN_VERB_GENE_[render]_HPO_[have],BETW_2_GRAM_[parp_inhibitor],BETW_2_GRAM_[inhibitor_[],BETW_2_GRAM_[unanswered_question],VERB_[FdUrd],BETW_2_GRAM_[inhibitor_would],BETW_2_GRAM_[whether_parp],BETW_2_GRAM_[fdurd_in],BETW_2_GRAM_[to_fdurd],BETW_2_GRAM_[a_unanswered],BETW_2_GRAM_[also_sensitize]}	{2.22545,2.00205,-1.16368,0.964308,0.772719,-0.761477,-0.548324,-0.411624,-0.357322,0.33223,-0.322282,0.204346,-0.181224,-0.0993293,-0.0777847,-0.0495575,0,0,0,0,0,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0031319.pdf_537_537_35_35_25_26	insulin/HP:0000855|Insulin resistance	{35}	{25,26}	{Nlatthews,DR,",",Hosker,],P,",",Rudenski,AS,",",Naylor,BA,",",Treacher,DF,",",et,al.,(,1985,),Homeostasis,model,assessment,:,insulin,resistance,and,beta-cell,function,from,fasting,plasma,glucose,and,insulin,concentrations,in,man,.}	{"l\\\\/Iedia , PA : VVilliams & Wlilkins .",.}	{"Dia1 ) etologia 28 : 412 — 4l9 .",.}	0.998	1	1	{BETW_2_GRAM_[glucose_and],BETW_2_GRAM_[plasma_glucose],INV_SINGLE_VERB_[fast],BETW_2_GRAM_[beta-cell_function],BETW_2_GRAM_[and_beta-cell],BETW_2_GRAM_[fast_plasma],INV_MIN_VERB_[fast],INV_INT_NGRAM_[and]_[and],INV_EXT_NGRAM_[:]_[concentration],BETW_2_GRAM_[from_fast],BETW_2_GRAM_[function_from]}	{1.84986,1.67536,1.5036,1.15213,0.683075,-0.477539,-0.41817,-0.207245,0,0,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.0030024.pdf_572_572_20_20_23_23_UNSUP	POLG/HP:0000602|Ophthalmoplegia	{20}	{23}	{Mancuso,M,",",Filosto,M,",",Bellan,M,",",Liguori,R,",",Montagna,P,",",et,al.,(,2004,),POLG,mutations,causing,ophthalmoplegia,",",sensorimotor,polyneuropathy,",",ataxia,",",and,deafness,.}	{"Zeviani M , Servidei S , Gellera C , Bertini E , DiMauro S , et al. ( 1989 ) An autosomal dominant disorder with multiple deletions of mitochondrial DNA starting at the D-loop region .","Nature 339 : 309 — 311 ."}	{"Neurology 62 : 316 — 318 .","Van Goethem G , Dermaut B , Lofgren A , Martin ] ] , Van Broeckhoven C ( 2001 ) Mutation of POLG is associated with progressive external ophthalmoplegia characterized by mtDNA deletions ."}	0.972	0.972	0.998	{POS_SEQ_[NNS_VBG],"EXT_NGRAM_[)]_[,]",INT_NGRAM_[mutation]_[cause],"WORD_SEQ_[mutation cause]","WORD_SEQ_NER_[mutation cause]",SINGLE_VERB_[cause],MIN_VERB_[cause],DEP_PATH_[nn-dep|mutation-dep|(-appos|et@dobj-partmod|cause]}	{-1.85411,1.34428,1.3383,0.784229,0.784229,0.747788,-0.216893,0.112326}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_26060.pdf_341_341_6_6_15_16_UNSUP	TTF-2/HP:0000453|Choanal atresia	{6}	{15,16}	{Mutation,of,the,gene,encoding,human,TTF-2,associated,with,thyroid,agenesis,",",cleft,palate,and,choanal,atresia,.}	{"229 , 494 — 497 .","Clifton-Bligh , R.J. , Wentworth , J.M. , Heinz , P. , Crisp , M.S. , John , R. , Lazarus , J.H. , Ludgate , M. , Chatterjee , V.K. , 1998 ."}	{"Nat .","Genet ."}	0.994	0.98	0.97	{MIN_VERB_GENE_[encode]_HPO_[associate],BETW_2_GRAM_[thyroid_agenesis],"BETW_2_GRAM_[agenesis_,]",EXT_NGRAM_[human]_[.],BETW_2_GRAM_[with_thyroid],BETW_2_GRAM_[cleft_palate],BETW_2_GRAM_[palate_and],VERB_[associated],"BETW_2_GRAM_[,_cleft]",INT_NGRAM_[associate]_[and],BETW_2_GRAM_[associate_with]}	{1.26164,1.181,0.801636,0.645744,0.609199,0.428742,-0.410101,0.302613,-0.291723,-0.203148,0.0647082}
RELATION_GENEHPOTERM_journal.pone.0096343.pdf_755_755_4_4_16_16	N-myc/HP:0003006|Neuroblastoma	{4}	{16}	{However,",",downregulation,of,N-myc,expression,has,been,shown,to,induce,growth,arrest,and,apoptosis,in,neuroblastoma,cells,[,"49,50",],.}	{"It is well known that N-myc ampliﬁcation is associated with neuroblastoma tumor progression and drug resistance [ 41,47 ] .","Nmyc , a member of the myc family of proto-oncoprotein , acts as a transcription factor and regulates the expression of genes involved in cell cycle , DNA damage and apoptosis , and overexpression of N-myc in trasnsgenic mice results in neuroblastoma development [ 48 ] ."}	{"In the current study , we found that SsnB at 10 uM concentration suppresses the N-myc expression in IMR-32 , NGP and SK .","— ."}	0.952	0.904	1	{BETW_2_GRAM_[expression_have],EXT_NGRAM_[of]_[cell],MIN_VERB_[show],VERB_[has],BETW_2_GRAM_[be_show],VERB_[shown],BETW_2_GRAM_[growth_arrest],BETW_2_GRAM_[apoptosis_in],BETW_2_GRAM_[to_induce],VERB_[induce],VERB_[been],INT_NGRAM_[expression]_[in],BETW_2_GRAM_[arrest_and],BETW_2_GRAM_[and_apoptosis],BETW_2_GRAM_[show_to],BETW_2_GRAM_[induce_growth],BETW_2_GRAM_[have_be]}	{2.13114,2.10042,-1.42425,-1.33193,0.921874,-0.812143,0.752429,0.611561,0.58997,-0.530806,0.396765,0.379174,-0.324473,-0.243603,0.11663,0.0657328,-0.0149825}
RELATION_GENEHPOTERM_SCPDFS_37794.pdf_93_93_24_24_8_8	GABRB3/HP:0001251|Ataxia	{24}	{8}	{FMR1,Autism,",",hypotonia,",",mental,retardation,FOXP2,Ataxia,",",autism,FXR1,Fragile,X,",",autism,",",mental,retardation,GABRA5,Angelman,syndrome,",",autism,GABRB3,Angelman,syndrome,",",ataxia,",",autism,",",mental,retardation,GABRG2,Ataxia,",",seizure,disorder,",",autism,GATA3,Hypoxia,",",autism,GLO1,Ataxia,",",autism,GRIN2A,Hypoxia,",",autism,GRPR,Autism,",",Rett,syndrome,",",mental,retardation,HOXA1,Asperger,syndrome,",",autism,",",Rett,syndrome,",",mental,retardation,KIF,1A,Autism,",",tuberous,sclerosis,MAGEZ2,Angelman,syndrome,",",autism,",",hypotonia,",",mental,retardation,MAOA,Autism,",",mental,retardation,MAP2,Tuberous,sclerosis,",",hypoxia,",",autism,",",Rett,syndrome,",",mental,retardation,MBD1,Autism,",",Rett,syndrome,MBD2,Autism,",",Rett,syndrome}	{"DCX Mental retardation DGCR Autism , mental retardation DHCR7 Microcephaly , autism , hypotonia , mental retardation DPYD Microcephaly , ataxia , autism , mental retardation EXT 1 Autism , mental retardation EXT2 Autism , mental retardation","Fragile X , infantile hypotonia , ataxia , Rett syndrome , microcephaly"}	{"Fragile X , infantile hypotonia , seizure disorder , Angelman syndrome , spasticity , ataxia , Asperger syndrome , Rett syndrome , microcephaly ,","MECP2 Tuberous sclerosis , autism , hypotonia , mental retardation MED12 Fragile X , autism , mental retardation MET Hypoxia , autism MTF1 Hypoxia , autism NDN Angelman syndrome , hypoxia , Rett syndrome , autism , hypotonia , mental retardation"}	0.998	0.87	1	{BETW_2_GRAM_[mental_retardation],BETW_2_GRAM_[fragile_x],BETW_2_GRAM_[angelman_syndrome],INV_MIN_VERB_GENE_[NULL]_HPO_[NULL],"BETW_2_GRAM_[syndrome_,]","INV_INT_NGRAM_[,]_[autism]","BETW_2_GRAM_[autism_,]","BETW_2_GRAM_[,_autism]","BETW_2_GRAM_[x_,]",BETW_2_GRAM_[fxr1_fragile],BETW_2_GRAM_[autism_fxr1],BETW_2_GRAM_[retardation_gabra5],"BETW_2_GRAM_[,_mental]",BETW_2_GRAM_[gabra5_angelman],INV_EXT_NGRAM_[foxp2]_[angelman]}	{2.26787,1.11884,0.87347,-0.777022,0.741441,0.477665,0.463869,0.441779,0.295308,0.123887,0.123887,0.0979582,0.05551,0.0245156,0}
